MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,BldgType,BsmtFinType1,BsmtFinType2,GarageFinish,Functional,Fence
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,Slab,GasA,Y,SBrkr,Attchd,Y,None,WD,Alloca,Duplex,None,None,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,PConc,GasA,Y,FuseF,Detchd,Y,None,WD,Normal,1Fam,LwQ,Unf,Unf,Typ,None
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,Mansard,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,N,Shed,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Partial,1Fam,ALQ,BLQ,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1.5Fin,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasW,N,FuseF,None,N,None,WD,Normal,1Fam,Unf,Unf,None,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Normal,1Fam,BLQ,Unf,RFn,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Basment,Y,None,COD,Abnorml,1Fam,ALQ,Rec,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,LwQ,Unf,Typ,MnPrv
FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,LwQ,BLQ,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,2Story,Hip,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,SLvl,Flat,Metal,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,PConc,GasA,Y,SBrkr,Detchd,P,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,SBrkr,None,N,None,WD,Normal,2fmCon,GLQ,Unf,None,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,ALQ,Unf,RFn,Typ,None
RM,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1.5Unf,Gable,CompShg,WdShing,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,None,N,None,WD,Normal,1Fam,LwQ,Unf,None,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,FuseA,2Types,Y,None,WD,Abnorml,1Fam,Rec,BLQ,RFn,Typ,MnWw
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,Fin,Typ,GdPrv
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,RFn,Min1,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,2Types,Y,None,WD,Family,Duplex,Unf,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,GdPrv
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,None,Y,None,ConLI,Normal,1Fam,ALQ,Unf,None,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,ConLI,Abnorml,Duplex,Rec,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Twnhs,Unf,Unf,Unf,Maj1,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Detchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,None,Y,None,WD,Normal,1Fam,GLQ,Unf,None,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,RFn,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Story,Flat,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,ALQ,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Detchd,Y,None,WD,Family,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,Grav,N,FuseF,None,N,None,WD,Normal,1Fam,Unf,Unf,None,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseF,Detchd,Y,None,WD,Normal,1Fam,None,None,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1Fam,Unf,Unf,Fin,Typ,None
FV,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,GdWo
RL,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,BLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,None,Y,None,WD,Normal,1Fam,Unf,Unf,None,Typ,MnPrv
RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,Detchd,Y,None,WD,Normal,1Fam,LwQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,None,Y,None,WD,Normal,2fmCon,ALQ,Rec,None,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,Attchd,Y,None,COD,Normal,1Fam,LwQ,BLQ,Fin,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Story,Hip,WdShake,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,Plywood,Stone,CBlock,GasA,Y,SBrkr,Attchd,P,None,WD,Normal,1Fam,BLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Rec,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,WdShing,Wd Shng,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Normal,1Fam,ALQ,Rec,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,Gable,CompShg,VinylSd,Plywood,Stone,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,LwQ,Fin,Min2,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,BLQ,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,N,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Twnhs,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,LwQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,None,None,RFn,Typ,MnPrv
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,N,None,WD,Normal,1Fam,Unf,Unf,Unf,Mod,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1.5Fin,Gable,CompShg,AsbShng,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
RM,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2.5Fin,Gable,WdShngl,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,GdPrv
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,GdPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,N,None,WD,Normal,1Fam,Unf,Unf,Unf,Min2,MnPrv
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,SFoyer,Gable,CompShg,Plywood,Plywood,Stone,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Alloca,Duplex,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,2Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Maj1,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Twnhs,Unf,Unf,Unf,Maj1,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Twnhs,ALQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,2Story,Gable,CompShg,Stucco,Stucco,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Abnorml,1Fam,GLQ,LwQ,Unf,Typ,GdPrv
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,None,Y,None,WD,Abnorml,1Fam,Unf,Unf,None,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,LwQ,Unf,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Attchd,Y,None,COD,Normal,1Fam,LwQ,Unf,Unf,Min1,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,RFn,Typ,None
